순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
50,퍼시픽 림: 업라이징,2018-03-21,"8,962,712,795","71,163,939,592.30",0.50%,"1,077,235","1,145","49,600",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,111,0,7.94,7.8,8.23
51,몬스터 호텔 3,2018-08-08,"7,934,082,800","69,026,520,360.00",0.50%,"1,072,220",715,"21,247",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,0,97,0,8.7,8.66,8.7
52,더 넌,2018-09-19,"8,777,844,795","64,604,937,691.20",0.50%,"1,011,580",824,"32,736",미국,미국,워너브러더스 코리아(주),공포,15,96,0,7.36,7.36,7.37
53,스카이스크래퍼,2018-07-11,"8,612,111,718","74,494,766,360.70",0.50%,"1,002,858",831,"40,862",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,102,0,8.65,8.53,8.8
54,염력,2018-01-31,"7,484,644,112","46,105,407,729.92",0.40%,"990,104","1,099","45,623",한국,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15,101,0,6.16,6.32,6
55,인랑,2018-07-25,"7,006,622,673","36,854,835,259.98",0.40%,"898,945","1,085","25,427",한국,한국,워너브러더스 코리아(주),SF,15,138,1,5.26,5.24,5.29
56,극장판 헬로카봇 : 백악기 시대,2018-08-01,"6,589,532,500","61,348,547,575.00",0.40%,"879,449",758,"16,173",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,84,0,9.31,9.2,9.34
57,레슬러,2018-05-09,"6,481,379,657","41,480,829,804.80",0.40%,"771,141",957,"43,079",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15,110,0,6.4,6.48,6.35
58,상류사회,2018-08-29,"6,313,416,163","35,607,667,159.32",0.40%,"768,442",867,"41,725",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,19,120,0,5.64,5.91,5.37
59,물괴,2018-09-12,"6,106,452,954","39,386,621,553.30",0.40%,"723,622","1,183","46,022",한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티",액션,15,105,0,6.45,6.2,6.2
60,미쓰백,2018-10-11,"6,040,344,066","55,873,182,610.50",0.30%,"722,182",671,"41,961",한국,한국,(주)리틀빅픽쳐스,드라마,15,98,9,9.25,8.98,9.41
61,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,"5,001,247,250","44,060,988,272.50",0.30%,"678,091",762,"16,175",한국,한국,(주)씨제이이엔엠,애니메이션,0,68,0,8.81,8.7,8.84
62,퍼스트맨,2018-10-18,"6,094,765,639","47,843,910,266.15",0.30%,"665,364","1,190","40,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),SF,12,141,5,7.85,7.71,8.09
63,스파이더맨: 뉴 유니버스,2018-12-12,"5,305,289,076","49,710,558,642.12",0.30%,"639,934",722,"22,113",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,12,117,15,9.37,9.32,9.42
64,인시디어스4: 라스트 키,2018-01-31,"4,301,309,864","31,571,614,401.76",0.20%,"554,521",769,"23,869",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,공포,15,103,0,7.34,7.39,7.28
65,툼레이더,2018-03-08,"4,500,905,762","34,116,865,675.96",0.30%,"540,410",806,"31,823",미국,미국,워너브러더스 코리아(주),액션,12,118,0,7.58,7.51,7.69
66,페르디난드,2018-01-03,"3,854,216,500","34,572,322,005.00",0.20%,"533,776",698,"13,789",미국,미국,이십세기폭스코리아(주),애니메이션,0,108,0,8.97,8.99,8.97
67,버닝,2018-05-17,"4,716,771,098","36,979,485,408.32",0.30%,"528,435",739,"26,514",한국,한국,CGV아트하우스,액션,19,148,21,7.84,7.95,7.72
68,7년의 밤,2018-03-28,"3,969,337,524","23,816,025,144.00",0.20%,"528,007",872,"26,804",한국,한국,(주)씨제이이엔엠,공포,15,123,0,6,6.02,5.98
69,메가로돈,2018-08-15,"4,516,122,497","33,961,241,177.44",0.30%,"527,962",601,"16,459",미국,미국,워너브러더스 코리아(주),액션,12,113,0,7.52,7.45,7.6
70,콰이어트 플레이스,2018-04-12,"4,580,889,849","37,975,576,848.21",0.30%,"526,073",677,"30,760",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,공포,15,90,4,8.29,8.36,8.19
71,호두까기 인형과 4개의 왕국,2018-12-06,"4,120,048,900","33,702,000,002.00",0.20%,"513,767",294,"14,238",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,12,99,0,8.18,8.2,8
72,셰이프 오브 워터: 사랑의 모양,2018-02-22,"4,218,077,050","36,612,908,794.00",0.20%,"507,102",404,"20,200",미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사",드라마,19,123,24,8.68,8.53,8.78
73,곰돌이 푸 다시 만나 행복해,2018-10-03,"4,093,369,860","36,594,726,548.40",0.20%,"492,201",536,"21,601",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,모험,0,104,0,8.94,8.93,8.94
74,변산,2018-07-04,"4,016,562,273","33,498,129,356.82",0.20%,"490,519",763,"27,504",한국,한국,플러스엠 엔터테인먼트,드라마,15,123,1,8.34,8.22,8.43
75,그린치,2018-12-19,"3,675,441,950","31,204,502,155.50",0.20%,"485,064",724,"10,998",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,89,0,8.49,8.47,8.5
76,스타 이즈 본,2018-10-09,"4,197,504,400","38,323,215,172.00",0.20%,"483,852",555,"25,781",미국,미국,워너브러더스 코리아(주),드라마,15,135,9,9.13,9.12,9.14
77,동네사람들,2018-11-07,"3,818,515,112","27,111,457,295.20",0.20%,"461,693",731,"23,598",한국,한국,(주)리틀빅픽쳐스,액션,15,99,0,7.1,6.94,7.29
78,원더풀 고스트,2018-09-26,"3,720,931,600","29,693,034,168.00",0.20%,"450,374",351,"13,999",한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",코미디,12,97,0,7.98,7.77,8.09
79,흥부: 글로 세상을 바꾼 자,2018-02-14,"3,381,050,200","23,261,625,376.00",0.20%,"416,303",627,"18,671",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12,105,0,6.88,6.71,7.01
80,명탐정 코난 : 제로의 집행인,2018-08-08,"3,014,920,361","27,888,013,339.25",0.20%,"396,230",542,"8,770",일본,일본,(주)씨제이이엔엠,애니메이션,12,110,0,9.25,8.96,9.35
81,피터 래빗,2018-05-16,"3,006,258,100","27,597,449,358.00",0.20%,"388,300",599,"12,522",미국,"미국,영국,호주",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,0,95,0,9.18,9.15,9.19
82,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,"2,941,541,400","26,944,519,224.00",0.20%,"375,312",672,"6,495",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,94,0,9.16,9.05,9.2
83,허스토리,2018-06-27,"2,521,025,949","24,025,377,293.97",0.10%,"336,822",696,"20,406",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12,121,3,9.53,9.45,9.56
84,덕구,2018-04-05,"2,389,041,700","22,218,087,810.00",0.10%,"315,663",544,"19,006",한국,한국,플러스엠 엔터테인먼트,드라마,0,91,1,9.3,9.12,9.4
85,번 더 스테이지: 더 무비,2018-11-15,"2,671,391,900","24,870,658,589.00",0.20%,"315,010",243,"4,714",한국,한국,월트디즈니컴퍼니코리아 유한책임회사,공연,0,83,0,9.31,6.68,9.74
86,트루스 오어 데어,2018-05-22,"2,647,330,400","21,390,429,632.00",0.20%,"310,956",530,"17,066",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,100,0,8.08,8.05,8.11
87,커뮤터,2018-01-24,"2,286,690,955","20,100,013,494.45",0.10%,"286,062",575,"16,145",영국,"영국,미국",플러스엠 엔터테인먼트,액션,15,104,0,8.79,8.57,9.05
88,후드,2018-11-28,"2,203,434,149","18,068,160,021.80",0.10%,"284,601",628,"14,338",미국,미국,(주)이수C&E,모험,12,116,0,8.2,8.4,8
89,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,"2,148,708,050","19,123,501,645.00",0.10%,"277,206",489,"5,329",일본,일본,(주)씨제이이엔엠,애니메이션,0,104,0,8.9,9.01,8.85
90,모털 엔진,2018-12-05,"2,324,362,119","16,712,163,635.61",0.10%,"267,896",661,"15,454",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,128,0,7.19,7.04,7.59
91,나를 차버린 스파이,2018-08-22,"2,346,742,100","19,243,285,220.00",0.10%,"264,766",278,"12,987",미국,미국,(주)누리픽쳐스,액션,15,117,0,8.2,8.14,8.22
92,명탐정 코난:감벽의 관,2018-02-14,"1,803,389,439","15,491,115,281.01",0.10%,"242,603",487,"8,489",일본,일본,(주)씨제이이엔엠,애니메이션,12,107,0,8.59,8.43,8.66
93,아이 필 프리티,2018-06-06,"2,127,094,300","19,207,661,529.00",0.10%,"240,297",213,"11,900",미국,미국,(주)홈초이스,코미디,15,110,0,9.03,9.02,9.03
94,시카리오: 데이 오브 솔다도,2018-06-27,"1,938,637,400","17,195,713,738.00",0.10%,"229,542",261,"10,977",미국,미국,㈜코리아스크린,액션,15,122,0,8.87,8.7,9.26
95,치즈인더트랩,2018-03-14,"1,890,873,700","14,200,461,487.00",0.10%,"229,005",364,"14,710",한국,한국,(주)리틀빅픽쳐스,로맨스,15,116,1,7.51,7.87,7.39
96,1급기밀,2018-01-24,"1,720,083,300","15,257,138,871.00",0.10%,"217,803",512,"11,352",한국,한국,(주)리틀빅픽쳐스,드라마,12,101,1,8.87,8.76,9.01
97,50가지 그림자: 해방,2018-02-21,"1,866,384,500","15,621,638,265.00",0.10%,"217,785",213,"10,027",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,19,105,1,8.37,8.17,8.47
98,속닥속닥,2018-07-13,"1,900,914,300","17,051,201,271.00",0.10%,"217,444",314,"8,246",한국,한국,(주)그노스,공포,15,91,0,8.97,7.7,9.6
99,벽 속에 숨은 마법시계,2018-10-31,"1,654,715,300","12,972,967,952.00",0.10%,"215,029",609,"14,005",미국,미국,CGV아트하우스,판타지,0,105,0,7.84,7.89,7.82
100,허리케인 하이스트,2018-03-14,"1,730,262,848","14,672,628,951.04",0.10%,"214,949",544,"16,363",미국,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15,103,0,8.48,7.92,8.98
1,극한직업,2019-01-23,"139,651,845,516","1,284,796,978,747.20",7.50%,"16,265,618","2,003","292,584",한국,한국,(주)씨제이이엔엠,코미디,15,111,12,9.2,9.16,9.24
2,어벤져스: 엔드게임,2019-04-24,"122,181,161,160","1,160,721,031,020.00",6.60%,"13,934,399","2,835","241,979",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,181,13,9.5,9.52,9.45
3,겨울왕국 2,2019-11-21,"111,596,248,720","997,670,463,556.80",6.00%,"13,369,064","2,648","282,557",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,103,3,8.94,8.86,8.99
4,알라딘,2019-05-23,"106,955,138,359","1,006,447,851,958.19",5.80%,"12,552,283","1,409","266,469",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,모험,0,128,1,9.41,9.28,9.48
5,기생충,2019-05-30,"85,883,963,645","778,967,550,260.15",4.60%,"10,085,275","1,948","192,855",한국,한국,(주)씨제이이엔엠,드라마,15,131,76,9.07,9.14,9
6,엑시트,2019-07-31,"79,232,012,162","712,295,789,336.38",4.30%,"9,426,011","1,660","202,223",한국,한국,(주)씨제이이엔엠,코미디,12,103,10,8.99,8.93,9.05
7,스파이더맨: 파 프롬 홈,2019-07-02,"69,010,000,100","620,399,900,899.00",3.70%,"8,021,145","2,142","180,474",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12,129,2,8.99,8.92,9.09
8,백두산,2019-12-19,"52,905,789,770","395,206,249,581.90",2.90%,"6,290,502","1,971","99,915",한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오",드라마,12,128,5,7.47,7.19,7.73
9,캡틴 마블,2019-03-06,"51,507,488,723","435,238,279,709.35",2.80%,"5,802,810","2,100","186,382",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,123,1,8.45,8.19,8.76
10,조커,2019-10-02,"45,381,075,450","407,068,246,786.50",2.50%,"5,247,874","1,418","147,380",미국,미국,워너브러더스 코리아(주),공포,15,123,15,8.97,9.09,8.7
11,봉오동 전투,2019-08-07,"40,588,648,538","368,139,042,239.66",2.20%,"4,787,538","1,476","107,030",한국,한국,(주)쇼박스,액션,15,135,3,9.07,8.8,9.36
12,라이온 킹,2019-07-17,"41,519,457,430","358,728,112,195.20",2.20%,"4,743,264","1,936","126,496",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,모험,0,118,1,8.64,8.41,8.8
13,나쁜 녀석들: 더 무비,2019-09-11,"39,560,195,124","322,415,590,260.60",2.10%,"4,573,902","1,511","113,938",한국,한국,(주)씨제이이엔엠,범죄,15,114,0,8.15,8.15,8.15
14,82년생 김지영,2019-10-23,"30,298,542,310","276,322,705,867.20",1.60%,"3,678,156","1,486","145,441",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,118,10,9.12,8.63,9.3
15,분노의 질주: 홉스&쇼,2019-08-14,"32,241,767,793","284,694,809,612.19",1.70%,"3,657,536","1,311","94,896",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,136,0,8.83,8.76,8.93
16,토이 스토리 4,2019-06-20,"28,758,452,040","265,440,512,329.20",1.60%,"3,400,034","1,336","85,875",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,100,4,9.23,9.19,9.26
17,돈,2019-03-20,"28,870,234,062","242,221,263,780.18",1.60%,"3,389,123","1,431","120,808",한국,한국,(주)쇼박스,범죄,15,115,1,8.39,8.4,8.37
18,악인전,2019-05-15,"29,133,760,150","248,510,974,079.50",1.60%,"3,364,712","1,307","97,351",한국,한국,"(주)에이스메이커무비웍스,(주)키위미디어그룹",범죄,19,110,3,8.53,8.51,8.56
19,가장 보통의 연애,2019-10-02,"24,885,803,430","212,275,903,257.90",1.30%,"2,924,563","1,073","111,527",한국,한국,(주)넥스트엔터테인먼트월드(NEW),로맨스,15,109,0,8.53,8.6,8.47
20,말모이,2019-01-09,"23,685,091,520","217,665,991,068.80",1.30%,"2,812,877","1,203","87,591",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,135,2,9.19,9.04,9.29
21,증인,2019-02-13,"20,482,789,331","187,622,350,271.96",1.10%,"2,534,748","1,047","89,564",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,129,6,9.16,9.2,9.12
22,시동,2019-12-18,"21,236,477,800","182,633,709,080.00",1.10%,"2,525,986","1,515","58,603",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15,102,2,8.6,8.82,8.34
23,블랙머니,2019-11-13,"20,863,134,010","182,761,053,927.60",1.10%,"2,478,964","1,141","77,469",한국,한국,(주)에이스메이커무비웍스,범죄,12,113,3,8.76,8.65,8.89
24,터미네이터: 다크 페이트,2019-10-30,"20,153,895,830","172,517,348,304.80",1.10%,"2,409,062","1,315","81,336",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,SF,15,128,0,8.56,8.31,9.05
25,사바하,2019-02-20,"20,007,508,194","148,455,710,799.48",1.10%,"2,398,519","1,174","78,096",한국,한국,(주)씨제이이엔엠,공포,15,122,6,7.42,7.48,7.35
26,타짜: 원 아이드 잭,2019-09-11,"19,687,029,214","133,084,317,486.64",1.10%,"2,229,239","1,429","66,479",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,범죄,19,139,0,6.76,6.66,6.95
27,신의 한 수: 귀수편,2019-11-07,"18,463,776,050","159,896,300,593.00",1.00%,"2,157,437","1,246","82,178",한국,한국,(주)씨제이이엔엠,범죄,15,106,0,8.66,8.58,8.83
28,알리타: 배틀 엔젤,2019-02-05,"18,571,455,667","163,800,238,982.94",1.00%,"1,952,063","1,043","52,666",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",액션,12,122,0,8.82,8.81,8.84
29,내안의 그놈,2019-01-09,"16,302,228,567","142,807,522,246.92",0.90%,"1,902,828","1,041","61,683",한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온",판타지,15,122,0,8.76,8.69,8.82
30,뺑반,2019-01-30,"15,224,305,848","108,853,786,813.20",0.80%,"1,826,912","1,285","47,215",한국,한국,(주)쇼박스,범죄,15,135,0,7.15,6.83,7.35
31,변신,2019-08-21,"15,417,922,925","121,801,591,107.50",0.80%,"1,804,112",975,"63,211",한국,한국,(주)에이스메이커무비웍스,공포,15,113,0,7.9,8,7.79
32,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,"13,877,029,723","124,338,186,318.08",0.70%,"1,754,375","1,453","56,412",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,0,112,1,8.96,8.96,8.97
33,걸캅스,2019-05-09,"13,812,802,134","124,453,347,227.34",0.70%,"1,629,528",973,"63,163",한국,한국,(주)씨제이이엔엠,코미디,15,107,1,9.01,8.07,9.3
34,사자,2019-07-31,"12,931,566,145","102,030,056,884.05",0.70%,"1,611,163","1,405","47,683",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,공포,15,129,1,7.89,7.7,8.07
35,드래곤 길들이기 3,2019-01-30,"12,346,432,876","114,327,968,431.76",0.70%,"1,507,922",971,"42,407",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,104,0,9.26,9.13,9.32
36,나의 특별한 형제,2019-05-01,"12,081,618,074","110,425,989,196.36",0.70%,"1,478,156",936,"49,927",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12,114,4,9.14,9.05,9.21
37,어스,2019-03-27,"12,586,771,104","96,792,269,789.76",0.70%,"1,475,087","1,132","58,522",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,116,4,7.69,7.73,7.65
38,말레피센트 2,2019-10-17,"12,191,395,690","103,626,863,365.00",0.70%,"1,444,952","1,108","63,768",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,12,119,0,8.5,8.53,8.48
39,유열의 음악앨범,2019-08-28,"10,233,455,040","79,616,280,211.20",0.60%,"1,245,532","1,078","59,626",한국,한국,CGV아트하우스,로맨스,12,122,3,7.78,7.72,7.82
40,퍼펙트맨,2019-10-02,"10,311,352,770","87,646,498,545.00",0.60%,"1,240,022",894,"50,055",한국,한국,(주)쇼박스,코미디,15,116,0,8.5,8.56,8.43
41,포드 V 페라리,2019-12-04,"10,612,013,680","98,797,847,360.80",0.60%,"1,208,407",986,"40,175",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,152,4,9.31,9.35,9.24
42,생일,2019-04-03,"9,884,349,740","89,057,991,157.40",0.50%,"1,197,463",878,"71,788",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,0,120,3,9.01,8.98,9.02
43,"힘을 내요, 미스터 리",2019-09-11,"9,930,518,906","83,019,138,054.16",0.50%,"1,181,960",990,"41,831",한국,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12,111,0,8.36,8.34,8.37
44,장사리 : 잊혀진 영웅들,2019-09-25,"8,997,921,050","75,582,536,820.00",0.50%,"1,140,876","1,090","47,821",한국,한국,워너브러더스 코리아(주),액션,12,104,1,8.4,8.2,8.69
45,마이펫의 이중생활 2,2019-07-31,"8,512,902,825","76,616,125,425.00",0.50%,"1,114,949",933,"30,858",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,85,0,9,9.08,8.97
46,롱 리브 더 킹: 목포 영웅,2019-06-19,"9,228,798,910","79,459,958,615.10",0.50%,"1,094,404",965,"38,839",한국,한국,"플러스엠 엔터테인먼트,(주)콘텐츠지오",액션,15,118,2,8.61,8.46,8.81
47,쥬만지: 넥스트 레벨,2019-12-11,"8,774,663,410","68,530,121,232.10",0.50%,"1,054,963","1,195","42,083",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12,122,0,7.81,8.16,7.38
48,존 윅 3: 파라벨룸,2019-06-26,"8,205,015,858","70,727,236,695.96",0.40%,"1,004,365",849,"29,819",미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",액션,19,131,0,8.62,8.74,8.12
49,천문: 하늘에 묻는다,2019-12-26,"7,808,242,950","68,634,455,530.50",0.40%,"965,624","1,198","25,734",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12,132,0,8.79,8.57,9.06
50,나랏말싸미,2019-07-24,"7,871,240,823","52,894,738,330.56",0.40%,"958,775","1,211","39,206",한국,한국,플러스엠 엔터테인먼트,드라마,0,110,1,6.72,6.2,7.14
51,엑스맨: 다크 피닉스,2019-06-05,"7,649,216,640","56,986,663,968.00",0.40%,"862,744",991,"29,386",미국,미국,이십세기폭스코리아(주),액션,12,114,0,7.45,7.06,8.15
52,맨 인 블랙: 인터내셔널,2019-06-12,"7,464,209,570","48,293,435,917.90",0.40%,"851,917","1,151","40,520",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,115,0,6.47,6.43,6.52
53,레드슈즈,2019-07-25,"6,103,833,190","55,789,035,356.60",0.30%,"817,729",717,"20,376",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,92,1,9.14,9.12,9.15
54,뽀로로 극장판 보물섬 대모험,2019-04-25,"5,886,053,400","55,093,459,824.00",0.30%,"766,801",797,"20,067",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,79,0,9.36,9.3,9.38
55,캣츠,2019-12-24,"6,093,167,690","38,386,956,447.00",0.30%,"728,328","1,143","22,732",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),공연,12,109,6,6.3,6.66,6.01
56,명탐정 피카츄,2019-05-09,"5,730,788,546","48,940,934,182.84",0.30%,"686,809",817,"25,776",미국,미국,워너브러더스 코리아(주),액션,0,104,0,8.54,8.48,8.59
57,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,"5,299,942,440","46,215,498,076.80",0.30%,"672,122",841,"13,762",한국,한국,(주)씨제이이엔엠,애니메이션,0,97,0,8.72,8.78,8.7
58,나이브스 아웃,2019-12-04,"5,648,860,210","50,500,810,277.40",0.30%,"667,411",686,"24,205",미국,미국,(주)올스타엔터테인먼트,공포,12,130,0,8.94,8.94,8.94
59,샤잠!,2019-04-03,"5,743,398,797","44,051,868,772.99",0.30%,"657,294","1,148","45,003",미국,미국,워너브러더스 코리아(주),액션,12,132,0,7.67,7.55,7.9
60,날씨의 아이,2019-10-30,"5,413,288,410","45,363,356,875.80",0.30%,"655,876",716,"28,802",일본,일본,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)",애니메이션,15,112,3,8.38,8.5,8.09
61,나를 찾아줘,2019-11-27,"5,117,014,620","42,317,710,907.40",0.30%,"645,082",875,"29,475",한국,한국,워너브러더스 코리아(주),공포,15,108,4,8.27,8.43,8.11
62,광대들: 풍문조작단,2019-08-21,"5,228,976,088","39,321,900,181.76",0.30%,"637,461",806,"29,048",한국,한국,워너브러더스 코리아(주),드라마,12,108,0,7.52,7.3,7.71
63,그것: 두 번째 이야기,2019-09-04,"5,112,010,367","40,129,281,380.95",0.30%,"591,346",999,"25,622",미국,미국,워너브러더스 코리아(주),공포,15,169,0,7.85,7.94,7.73
64,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,"4,579,618,150","36,362,168,111.00",0.20%,"590,413",889,"20,852",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,애니메이션,0,76,0,7.94,7.44,8.12
65,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,"4,485,953,140","39,341,809,037.80",0.20%,"575,362",752,"15,827",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,78,0,8.77,8.89,8.72
66,이스케이프 룸,2019-03-14,"5,007,420,664","39,758,920,072.16",0.30%,"563,114",850,"29,219",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15,100,0,7.94,7.87,8.04
67,양자물리학,2019-09-25,"4,536,436,380","38,287,523,047.20",0.20%,"554,939",799,"25,296",한국,한국,(주)메리크리스마스,범죄,15,119,0,8.44,8.37,8.54
68,애드 아스트라,2019-09-19,"4,518,393,460","37,231,562,110.40",0.20%,"513,375",853,"27,816",미국,미국,이십세기폭스코리아(주),SF,12,123,1,8.24,8,8.68
69,47미터 2,2019-08-28,"3,846,315,153","31,501,321,103.07",0.20%,"501,934",649,"24,027",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",공포,15,90,0,8.19,7.98,8.42
70,애나벨 집으로,2019-06-26,"3,993,147,140","29,908,672,078.60",0.20%,"481,766",653,"16,619",미국,미국,워너브러더스 코리아(주),공포,15,106,0,7.49,7.52,7.45
71,감쪽같은 그녀,2019-12-04,"3,594,862,790","31,742,638,435.70",0.20%,"469,296",761,"24,843",한국,한국,플러스엠 엔터테인먼트,드라마,0,104,0,8.83,8.38,9.04
72,글래스,2019-01-17,"4,277,452,982","34,433,496,505.10",0.20%,"466,475",837,"24,194",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,드라마,15,129,0,8.05,8.11,7.95
73,해피 데스데이 2 유,2019-02-14,"3,437,809,200","28,430,682,084.00",0.20%,"412,850",657,"18,254",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15,100,0,8.27,8.2,8.33
74,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,"3,140,220,420","28,795,821,251.40",0.20%,"410,132",763,"15,121",한국,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,70,0,9.17,9.11,9.19
75,제미니 맨,2019-10-09,"3,295,969,230","28,180,536,916.50",0.20%,"387,342",845,"26,044",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12,117,0,8.55,9.25,9
76,고질라: 킹 오브 몬스터,2019-05-29,"3,085,036,318","24,988,794,175.80",0.20%,"359,041",923,"15,867",미국,미국,워너브러더스 코리아(주),액션,12,132,0,8.1,7.98,8.49
77,덤보,2019-03-27,"2,775,096,512","25,447,635,015.04",0.10%,"345,521",797,"17,627",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,드라마,0,111,0,9.17,9.08,9.22
78,러브 유어셀프 인 서울,2019-01-26,"3,209,682,900","29,914,244,628.00",0.20%,"342,366",224,"4,535",한국,한국,씨제이 씨지브이(CJ CGV)(주),공연,0,113,0,9.32,6.33,9.78
79,브링 더 소울 : 더 무비,2019-08-07,"2,902,500,310","28,096,203,000.80",0.20%,"336,074",569,"10,199",한국,한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",공연,0,101,0,9.68,9.17,9.71
80,아담스 패밀리,2019-11-07,"2,636,891,140","22,228,992,310.20",0.10%,"329,955",802,"11,242",미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,87,0,8.43,8.27,8.47
81,헬보이,2019-04-10,"2,776,834,171","21,576,001,508.67",0.20%,"323,167",726,"26,504",미국,미국,플러스엠 엔터테인먼트,액션,19,121,0,7.77,7.56,8.21
82,예스터데이,2019-09-18,"2,580,213,100","20,564,298,407.00",0.10%,"306,332",816,"23,340",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),드라마,12,116,0,7.97,8.34,7.49
